epoch,test acc
0,0.5
1,0.5
2,0.49
3,0.48
4,0.48
5,0.48
6,0.5
7,0.5
8,0.5
9,0.5
10,0.5
11,0.5
12,0.5
13,0.5
14,0.5
15,0.5
16,0.51
17,0.51
18,0.51
19,0.51
20,0.51
21,0.52
22,0.52
23,0.52
24,0.52
25,0.52
26,0.52
27,0.52
28,0.52
29,0.52
